Column,Heart Rate (BPM),Frequency Variability (s),Tachycardic,Estimated SpO2
RED,63.37247716035925,0.14874419385252408,False,0.9300000000000006
IR,61.45209906459078,0.07806151226863514,False,0.9300000000000006
GREEN,61.45209906459079,0.07676276378612956,False,0.9300000000000006
