Column,Heart Rate (BPM),Frequency Variability (s),Tachycardic,Estimated SpO2
RED,70.86284044187013,0.20889807259508708,False,0.9800000000000004
IR,64.76667142097689,0.10266501990706826,False,0.9800000000000004
GREEN,64.42835535559361,0.06977794751118833,False,0.9800000000000004
