timestamp,RED,IR,GREEN
1772597697.890000,766117.000000,1129624.000000,-50483.000000
1772597697.930000,766413.000000,1130135.000000,-50382.000000
1772597697.970000,766540.000000,1130339.000000,-50032.000000
1772597698.010000,766552.000000,1130636.000000,-49493.000000
1772597698.050000,766603.000000,1130790.000000,-48848.000000
1772597698.090000,766540.000000,1130836.000000,-48044.000000
1772597698.130000,766483.000000,1130868.000000,-47230.000000
1772597698.170000,766524.000000,1130961.000000,-46301.000000
1772597698.210000,766602.000000,1131214.000000,-45308.000000
1772597698.250000,766549.000000,1131300.000000,-44370.000000
1772597698.290000,766435.000000,1131235.000000,-43363.000000
1772597698.330000,766396.000000,1131263.000000,-42299.000000
1772597698.370000,766399.000000,1131429.000000,-41219.000000
1772597698.410000,766379.000000,1131733.000000,-40080.000000
1772597698.450000,766362.000000,1131666.000000,-39048.000000
1772597698.490000,766066.000000,1130831.000000,-39235.000000
1772597698.530000,765824.000000,1130292.000000,-40361.000000
1772597698.570000,765635.000000,1129935.000000,-41461.000000
1772597698.610000,765589.000000,1129981.000000,-42215.000000
1772597698.650000,765460.000000,1129805.000000,-42819.000000
1772597698.690000,765400.000000,1129821.000000,-43157.000000
1772597698.730000,765458.000000,1130065.000000,-43223.000000
1772597698.770000,765428.000000,1130042.000000,-42892.000000
1772597698.810000,765342.000000,1130058.000000,-42788.000000
1772597698.850000,765317.000000,1130133.000000,-42415.000000
1772597698.890000,765303.000000,1130209.000000,-41949.000000
1772597698.930000,765265.000000,1130422.000000,-41214.000000
1772597698.970000,765324.000000,1130452.000000,-40537.000000
1772597699.010000,765347.000000,1130688.000000,-39718.000000
1772597699.050000,765280.000000,1130815.000000,-38870.000000
1772597699.090000,765300.000000,1130903.000000,-38026.000000
1772597699.130000,765316.000000,1131081.000000,-37053.000000
1772597699.170000,765298.000000,1131130.000000,-36063.000000
1772597699.210000,765396.000000,1131232.000000,-35107.000000
1772597699.250000,765365.000000,1131466.000000,-34087.000000
1772597699.290000,765393.000000,1131662.000000,-33009.000000
1772597699.330000,765383.000000,1131770.000000,-31914.000000
1772597699.370000,765145.000000,1131154.000000,-31717.000000
1772597699.410000,764886.000000,1130504.000000,-32452.000000
1772597699.450000,764870.000000,1130384.000000,-33292.000000
1772597699.490000,764816.000000,1130311.000000,-33851.000000
1772597699.530000,764712.000000,1130314.000000,-34139.000000
1772597699.570000,764656.000000,1130393.000000,-34341.000000
1772597699.610000,764800.000000,1130551.000000,-34007.000000
1772597699.650000,764724.000000,1130698.000000,-33702.000000
1772597699.690000,764765.000000,1130669.000000,-33477.000000
1772597699.730000,764745.000000,1130685.000000,-33325.000000
1772597699.770000,764864.000000,1130846.000000,-32948.000000
1772597699.810000,765150.000000,1131463.000000,-32344.000000
1772597699.850000,765622.000000,1132143.000000,-31733.000000
1772597699.890000,765912.000000,1132811.000000,-30834.000000
1772597699.930000,766174.000000,1133291.000000,-29988.000000
1772597699.970000,766313.000000,1133683.000000,-29075.000000
1772597700.010000,766434.000000,1133878.000000,-28185.000000
1772597700.050000,766477.000000,1134090.000000,-27270.000000
1772597700.090000,766798.000000,1134580.000000,-26316.000000
1772597700.130000,766974.000000,1135070.000000,-25276.000000
1772597700.170000,767066.000000,1135210.000000,-24219.000000
1772597700.210000,767018.000000,1134973.000000,-23650.000000
1772597700.250000,766877.000000,1134644.000000,-24114.000000
1772597700.290000,766942.000000,1134535.000000,-24879.000000
1772597700.330000,766918.000000,1134488.000000,-25480.000000
1772597700.370000,766919.000000,1134534.000000,-25880.000000
1772597700.410000,766895.000000,1134659.000000,-26130.000000
1772597700.450000,767055.000000,1134939.000000,-26099.000000
1772597700.490000,767196.000000,1135260.000000,-25735.000000
1772597700.530000,767234.000000,1135347.000000,-25472.000000
1772597700.570000,767123.000000,1135404.000000,-25293.000000
1772597700.610000,767169.000000,1135396.000000,-25006.000000
1772597700.650000,767290.000000,1135572.000000,-24619.000000
1772597700.690000,767342.000000,1135882.000000,-24071.000000
1772597700.730000,767495.000000,1136078.000000,-23347.000000
1772597700.770000,767524.000000,1136423.000000,-22571.000000
1772597700.810000,767629.000000,1136649.000000,-21758.000000
1772597700.850000,767674.000000,1136867.000000,-20908.000000
1772597700.890000,767751.000000,1137047.000000,-20072.000000
1772597700.930000,767919.000000,1137195.000000,-19155.000000
1772597700.970000,767980.000000,1137513.000000,-18257.000000
1772597701.010000,768086.000000,1137708.000000,-17295.000000
1772597701.050000,768149.000000,1137994.000000,-16297.000000
1772597701.090000,768161.000000,1138088.000000,-15262.000000
1772597701.130000,767936.000000,1137534.000000,-14916.000000
1772597701.170000,767478.000000,1136688.000000,-15621.000000
1772597701.210000,767236.000000,1136127.000000,-16411.000000
1772597701.250000,767014.000000,1135913.000000,-17162.000000
1772597701.290000,767107.000000,1135976.000000,-17558.000000
1772597701.330000,767095.000000,1136032.000000,-17904.000000
1772597701.370000,766956.000000,1135982.000000,-17991.000000
1772597701.410000,766988.000000,1136016.000000,-17891.000000
1772597701.450000,766981.000000,1136106.000000,-17744.000000
1772597701.490000,767037.000000,1136183.000000,-17595.000000
1772597701.530000,766873.000000,1136056.000000,-17450.000000
1772597701.570000,766745.000000,1136010.000000,-17288.000000
1772597701.610000,766681.000000,1135992.000000,-16780.000000
1772597701.650000,766621.000000,1136027.000000,-16250.000000
1772597701.690000,766667.000000,1136144.000000,-15682.000000
1772597701.730000,766620.000000,1136152.000000,-15047.000000
1772597701.770000,766609.000000,1136296.000000,-14380.000000
1772597701.810000,766554.000000,1136335.000000,-13668.000000
1772597701.850000,766509.000000,1136355.000000,-12907.000000
1772597701.890000,766540.000000,1136497.000000,-12148.000000
1772597701.930000,766551.000000,1136646.000000,-11375.000000
1772597701.970000,766461.000000,1136773.000000,-10499.000000
1772597702.010000,766541.000000,1136838.000000,-9611.000000
1772597702.050000,766529.000000,1136829.000000,-8912.000000
1772597702.090000,766263.000000,1136219.000000,-9187.000000
1772597702.130000,766169.000000,1135704.000000,-9936.000000
1772597702.170000,765871.000000,1135379.000000,-10655.000000
1772597702.210000,765906.000000,1135382.000000,-11166.000000
1772597702.250000,765812.000000,1135294.000000,-11564.000000
1772597702.290000,765706.000000,1135239.000000,-11819.000000
1772597702.330000,765801.000000,1135402.000000,-11688.000000
1772597702.401000,765782.000000,1135427.000000,-11568.000000
1772597702.441000,765664.000000,1135323.000000,-11553.000000
1772597702.481000,765535.000000,1135214.000000,-11519.000000
1772597702.521000,765563.000000,1135319.000000,-11499.000000
1772597702.561000,765502.000000,1135309.000000,-11149.000000
1772597702.601000,765521.000000,1135489.000000,-10815.000000
1772597702.641000,765554.000000,1135661.000000,-10343.000000
1772597702.681000,765707.000000,1136074.000000,-9826.000000
1772597702.721000,765957.000000,1136274.000000,-9253.000000
1772597702.761000,766061.000000,1136625.000000,-8619.000000
1772597702.801000,766191.000000,1136841.000000,-7997.000000
1772597702.841000,766266.000000,1137090.000000,-7244.000000
1772597702.881000,766509.000000,1137491.000000,-6500.000000
1772597702.921000,766919.000000,1138100.000000,-5711.000000
1772597702.961000,767001.000000,1138059.000000,-5456.000000
1772597703.001000,766909.000000,1137673.000000,-6095.000000
1772597703.041000,767089.000000,1137818.000000,-7028.000000
1772597703.081000,767238.000000,1138063.000000,-7665.000000
1772597703.121000,767360.000000,1138202.000000,-8146.000000
1772597703.161000,767438.000000,1138526.000000,-8411.000000
1772597703.201000,767667.000000,1138863.000000,-8445.000000
1772597703.241000,767824.000000,1139185.000000,-8260.000000
1772597703.281000,767868.000000,1139262.000000,-8235.000000
1772597703.321000,767866.000000,1139370.000000,-8339.000000
1772597703.361000,767941.000000,1139552.000000,-8252.000000
1772597703.401000,768077.000000,1139871.000000,-8085.000000
1772597703.441000,768108.000000,1140055.000000,-7746.000000
1772597703.481000,768292.000000,1140290.000000,-7309.000000
1772597703.521000,768328.000000,1140393.000000,-6871.000000
1772597703.561000,768455.000000,1140720.000000,-6293.000000
1772597703.601000,768601.000000,1141001.000000,-5700.000000
1772597703.641000,768566.000000,1141060.000000,-5090.000000
1772597703.681000,768616.000000,1141213.000000,-4526.000000
1772597703.721000,768538.000000,1141275.000000,-3892.000000
1772597703.761000,768508.000000,1141307.000000,-3257.000000
1772597703.801000,768556.000000,1141374.000000,-2630.000000
1772597703.841000,768309.000000,1140753.000000,-3204.000000
1772597703.881000,768033.000000,1140231.000000,-4239.000000
1772597703.921000,767957.000000,1139895.000000,-5283.000000
1772597703.961000,767927.000000,1139964.000000,-6254.000000
1772597704.001000,767980.000000,1139968.000000,-6967.000000
1772597704.041000,768021.000000,1140018.000000,-7546.000000
1772597704.081000,768040.000000,1140294.000000,-7786.000000
1772597704.121000,768011.000000,1140440.000000,-7984.000000
1772597704.161000,767983.000000,1140404.000000,-8095.000000
1772597704.201000,768053.000000,1140443.000000,-8384.000000
1772597704.241000,768017.000000,1140473.000000,-8464.000000
1772597704.281000,768152.000000,1140732.000000,-8386.000000
1772597704.321000,768177.000000,1140871.000000,-8096.000000
1772597704.361000,768183.000000,1141001.000000,-7813.000000
1772597704.401000,768357.000000,1141215.000000,-7490.000000
1772597704.441000,768445.000000,1141492.000000,-7013.000000
1772597704.481000,768552.000000,1141734.000000,-6551.000000
1772597704.521000,768597.000000,1141921.000000,-6095.000000
1772597704.561000,768762.000000,1142158.000000,-5465.000000
1772597704.601000,768827.000000,1142350.000000,-4907.000000
1772597704.641000,768845.000000,1142586.000000,-4264.000000
1772597704.681000,768978.000000,1142972.000000,-3523.000000
1772597704.721000,769155.000000,1143112.000000,-2809.000000
1772597704.761000,769122.000000,1143186.000000,-2207.000000
1772597704.801000,768819.000000,1142419.000000,-2553.000000
1772597704.841000,768478.000000,1141658.000000,-3736.000000
1772597704.881000,768254.000000,1141237.000000,-4916.000000
1772597704.921000,768225.000000,1141175.000000,-5991.000000
1772597704.961000,768163.000000,1141063.000000,-6876.000000
1772597705.001000,768102.000000,1140905.000000,-7633.000000
1772597705.041000,768086.000000,1140968.000000,-8050.000000
1772597705.081000,768035.000000,1141069.000000,-8257.000000
1772597705.121000,768003.000000,1141003.000000,-8491.000000
1772597705.161000,767972.000000,1140962.000000,-8749.000000
1772597705.201000,767839.000000,1140843.000000,-8980.000000
1772597705.241000,767662.000000,1140748.000000,-9133.000000
1772597705.281000,767747.000000,1140837.000000,-8886.000000
1772597705.321000,767710.000000,1140864.000000,-8715.000000
1772597705.361000,767649.000000,1140853.000000,-8399.000000
1772597705.401000,767644.000000,1140964.000000,-8095.000000
1772597705.441000,767632.000000,1140895.000000,-7627.000000
1772597705.481000,767657.000000,1141093.000000,-7201.000000
1772597705.521000,767633.000000,1141119.000000,-6713.000000
1772597705.561000,767659.000000,1141222.000000,-6209.000000
1772597705.601000,767673.000000,1141334.000000,-5597.000000
1772597705.641000,767675.000000,1141429.000000,-5078.000000
1772597705.681000,767632.000000,1141479.000000,-4371.000000
1772597705.721000,767665.000000,1141575.000000,-3694.000000
1772597705.761000,767741.000000,1141756.000000,-3091.000000
1772597705.801000,767476.000000,1141117.000000,-3215.000000
1772597705.841000,767181.000000,1140414.000000,-4297.000000
1772597705.881000,767019.000000,1140061.000000,-5587.000000
1772597705.921000,767023.000000,1140028.000000,-6681.000000
1772597705.961000,767063.000000,1140079.000000,-7550.000000
1772597706.001000,767104.000000,1140295.000000,-8663.000000
1772597706.041000,767186.000000,1140395.000000,-8923.000000
1772597706.081000,767397.000000,1140669.000000,-9232.000000
1772597706.121000,767624.000000,1141068.000000,-9511.000000
1772597706.161000,767740.000000,1141438.000000,-9727.000000
1772597706.201000,768056.000000,1141913.000000,-9792.000000
1772597706.241000,768212.000000,1142383.000000,-9726.000000
1772597706.281000,768510.000000,1142793.000000,-9523.000000
1772597706.321000,768637.000000,1143157.000000,-9208.000000
1772597706.361000,768674.000000,1143466.000000,-8744.000000
1772597706.401000,768759.000000,1143535.000000,-8432.000000
1772597706.441000,768690.000000,1143753.000000,-7965.000000
1772597706.481000,768776.000000,1143883.000000,-7540.000000
1772597706.521000,768851.000000,1144093.000000,-6966.000000
1772597706.561000,769014.000000,1144518.000000,-6421.000000
1772597706.601000,768988.000000,1144810.000000,-5774.000000
1772597706.641000,769120.000000,1145006.000000,-5134.000000
1772597706.681000,769118.000000,1145117.000000,-4559.000000
1772597706.721000,768923.000000,1144526.000000,-4960.000000
1772597706.761000,768755.000000,1144034.000000,-6310.000000
1772597706.801000,768639.000000,1143995.000000,-7555.000000
1772597706.841000,768671.000000,1143924.000000,-8647.000000
1772597706.881000,768591.000000,1143905.000000,-9484.000000
1772597706.921000,768664.000000,1144076.000000,-10096.000000
1772597706.961000,768814.000000,1144449.000000,-10381.000000
1772597707.001000,768796.000000,1144525.000000,-10608.000000
1772597707.041000,768629.000000,1144357.000000,-10932.000000
1772597707.081000,768505.000000,1144199.000000,-11248.000000
1772597707.121000,768340.000000,1144262.000000,-11417.000000
1772597707.161000,768430.000000,1144435.000000,-11456.000000
1772597707.201000,768486.000000,1144596.000000,-11252.000000
1772597707.241000,768525.000000,1144806.000000,-10962.000000
1772597707.281000,768544.000000,1144952.000000,-10620.000000
1772597707.321000,768494.000000,1145032.000000,-10224.000000
1772597707.361000,768520.000000,1145263.000000,-9745.000000
1772597707.401000,768517.000000,1145329.000000,-9279.000000
1772597707.441000,768498.000000,1145474.000000,-8753.000000
1772597707.481000,768575.000000,1145667.000000,-8142.000000
1772597707.521000,768674.000000,1146118.000000,-7561.000000
1772597707.561000,768798.000000,1146274.000000,-6837.000000
1772597707.601000,768872.000000,1146504.000000,-6189.000000
1772597707.641000,769127.000000,1146790.000000,-5501.000000
1772597707.681000,769357.000000,1147372.000000,-4684.000000
1772597707.721000,769506.000000,1147701.000000,-3887.000000
1772597707.761000,769332.000000,1147178.000000,-3666.000000
1772597707.801000,768937.000000,1146475.000000,-4627.000000
1772597707.841000,768585.000000,1145891.000000,-5974.000000
1772597707.881000,768398.000000,1145565.000000,-7242.000000
1772597707.921000,768476.000000,1145718.000000,-8143.000000
1772597707.961000,768575.000000,1145952.000000,-8984.000000
1772597708.001000,768730.000000,1146184.000000,-9537.000000
1772597708.041000,768778.000000,1146384.000000,-9775.000000
1772597708.081000,768766.000000,1146502.000000,-10016.000000
1772597708.121000,768739.000000,1146335.000000,-10208.000000
1772597708.161000,768557.000000,1146374.000000,-10606.000000
1772597708.201000,768560.000000,1146335.000000,-10679.000000
1772597708.241000,768534.000000,1146511.000000,-10635.000000
1772597708.281000,768610.000000,1146684.000000,-10405.000000
1772597708.321000,768591.000000,1146836.000000,-10156.000000
1772597708.361000,768654.000000,1147092.000000,-9721.000000
1772597708.401000,768696.000000,1147254.000000,-9345.000000
1772597708.441000,768597.000000,1147299.000000,-8912.000000
1772597708.481000,768408.000000,1147141.000000,-8411.000000
1772597708.521000,768359.000000,1147226.000000,-7909.000000
1772597708.561000,768408.000000,1147406.000000,-7301.000000
1772597708.601000,768480.000000,1147594.000000,-6753.000000
1772597708.641000,768389.000000,1147709.000000,-6014.000000
1772597708.681000,768336.000000,1147772.000000,-5353.000000
1772597708.721000,768300.000000,1147892.000000,-4686.000000
1772597708.761000,768280.000000,1147959.000000,-3844.000000
1772597708.801000,768125.000000,1147879.000000,-3084.000000
1772597708.841000,768094.000000,1147815.000000,-2436.000000
1772597708.881000,767795.000000,1147141.000000,-2905.000000
1772597708.921000,767668.000000,1146582.000000,-4111.000000
1772597708.961000,767418.000000,1146238.000000,-5361.000000
1772597709.001000,767399.000000,1146254.000000,-6223.000000
1772597709.041000,767375.000000,1146104.000000,-7002.000000
1772597709.081000,767236.000000,1146236.000000,-7590.000000
1772597709.121000,767268.000000,1146254.000000,-7872.000000
1772597709.161000,767251.000000,1146329.000000,-8026.000000
1772597709.201000,767213.000000,1146312.000000,-8167.000000
1772597709.241000,767171.000000,1146197.000000,-8511.000000
1772597709.281000,767133.000000,1146178.000000,-8613.000000
1772597709.321000,767124.000000,1146318.000000,-8608.000000
1772597709.361000,767088.000000,1146267.000000,-8496.000000
1772597709.401000,767117.000000,1146478.000000,-8182.000000
1772597709.441000,767084.000000,1146650.000000,-7836.000000
1772597709.481000,767106.000000,1146596.000000,-7356.000000
1772597709.521000,767112.000000,1146822.000000,-6981.000000
1772597709.561000,767142.000000,1146873.000000,-6461.000000
1772597709.601000,767188.000000,1147051.000000,-5928.000000
1772597709.641000,767232.000000,1147111.000000,-5315.000000
1772597709.681000,767297.000000,1147388.000000,-4730.000000
1772597709.721000,767347.000000,1147723.000000,-4029.000000
1772597709.761000,767604.000000,1148021.000000,-3326.000000
1772597709.801000,767841.000000,1148595.000000,-2585.000000
1772597709.841000,768028.000000,1149147.000000,-1820.000000
1772597709.881000,768099.000000,1149306.000000,-1051.000000
1772597709.921000,768019.000000,1149054.000000,-1049.000000
1772597709.961000,768038.000000,1148834.000000,-2029.000000
1772597710.001000,768195.000000,1148970.000000,-3011.000000
1772597710.041000,768332.000000,1149243.000000,-3714.000000
1772597710.081000,768318.000000,1149424.000000,-4131.000000
1772597710.121000,768484.000000,1149714.000000,-4483.000000
1772597710.161000,768597.000000,1150050.000000,-4445.000000
1772597710.201000,768671.000000,1150265.000000,-4520.000000
1772597710.241000,768771.000000,1150381.000000,-4423.000000
1772597710.281000,768777.000000,1150448.000000,-4525.000000
1772597710.321000,768823.000000,1150697.000000,-4419.000000
1772597710.361000,768924.000000,1150979.000000,-4284.000000
1772597710.429000,769074.000000,1151146.000000,-3937.000000
1772597710.469000,769136.000000,1151409.000000,-3562.000000
1772597710.509000,769199.000000,1151808.000000,-3048.000000
1772597710.549000,769276.000000,1151942.000000,-2579.000000
1772597710.589000,769334.000000,1152054.000000,-2021.000000
1772597710.629000,769334.000000,1152221.000000,-1388.000000
1772597710.669000,769265.000000,1152219.000000,-771.000000
1772597710.709000,769247.000000,1152327.000000,-158.000000
1772597710.749000,769248.000000,1152547.000000,483.000000
1772597710.789000,769310.000000,1152699.000000,1156.000000
1772597710.829000,769265.000000,1152880.000000,1934.000000
1772597710.869000,769386.000000,1153109.000000,2631.000000
1772597710.909000,769477.000000,1153310.000000,3441.000000
1772597710.949000,769491.000000,1153565.000000,4241.000000
1772597710.989000,769414.000000,1153298.000000,4715.000000
1772597711.029000,769225.000000,1152709.000000,4053.000000
1772597711.069000,769080.000000,1152460.000000,3050.000000
1772597711.109000,769064.000000,1152272.000000,2184.000000
1772597711.149000,769165.000000,1152439.000000,1593.000000
1772597711.189000,769104.000000,1152490.000000,1163.000000
1772597711.229000,769169.000000,1152690.000000,861.000000
1772597711.269000,769270.000000,1152902.000000,813.000000
1772597711.309000,769212.000000,1152913.000000,727.000000
1772597711.349000,769267.000000,1152990.000000,612.000000
1772597711.389000,769159.000000,1153049.000000,481.000000
1772597711.429000,769207.000000,1152994.000000,506.000000
1772597711.469000,769144.000000,1153131.000000,662.000000
1772597711.509000,769137.000000,1153163.000000,913.000000
1772597711.549000,769223.000000,1153396.000000,1196.000000
1772597711.589000,769455.000000,1153801.000000,1652.000000
1772597711.629000,769585.000000,1154039.000000,2022.000000
1772597711.669000,769560.000000,1154180.000000,2528.000000
1772597711.709000,769513.000000,1154350.000000,2978.000000
1772597711.749000,769580.000000,1154337.000000,3505.000000
1772597711.789000,769693.000000,1154548.000000,4154.000000
1772597711.829000,769656.000000,1154716.000000,4672.000000
1772597711.869000,769714.000000,1154920.000000,5322.000000
1772597711.909000,769733.000000,1155058.000000,5958.000000
1772597711.949000,769825.000000,1155205.000000,6587.000000
1772597711.989000,769956.000000,1155486.000000,7301.000000
1772597712.029000,769957.000000,1155630.000000,8037.000000
1772597712.069000,770009.000000,1155794.000000,8606.000000
1772597712.109000,769850.000000,1155399.000000,8820.000000
1772597712.149000,769701.000000,1154825.000000,7948.000000
1772597712.189000,769563.000000,1154447.000000,6996.000000
1772597712.229000,769553.000000,1154415.000000,6162.000000
1772597712.269000,769570.000000,1154496.000000,5558.000000
1772597712.309000,769601.000000,1154619.000000,5181.000000
1772597712.349000,769571.000000,1154679.000000,4805.000000
1772597712.389000,769505.000000,1154710.000000,4687.000000
1772597712.429000,769453.000000,1154633.000000,4510.000000
1772597712.469000,769168.000000,1154321.000000,4223.000000
1772597712.509000,769160.000000,1154330.000000,4051.000000
1772597712.549000,769223.000000,1154544.000000,4199.000000
1772597712.589000,769214.000000,1154619.000000,4346.000000
1772597712.629000,769173.000000,1154791.000000,4563.000000
1772597712.669000,769247.000000,1154834.000000,4943.000000
1772597712.709000,769245.000000,1154839.000000,5254.000000
1772597712.749000,769110.000000,1154847.000000,5630.000000
1772597712.789000,769102.000000,1154896.000000,5984.000000
1772597712.829000,769060.000000,1154898.000000,6429.000000
1772597712.869000,769076.000000,1154955.000000,6813.000000
1772597712.909000,769082.000000,1155084.000000,7440.000000
1772597712.949000,769028.000000,1155142.000000,7868.000000
1772597712.989000,769068.000000,1155233.000000,8440.000000
1772597713.029000,769042.000000,1155364.000000,9008.000000
1772597713.069000,769011.000000,1155374.000000,9638.000000
1772597713.109000,769037.000000,1155536.000000,10149.000000
1772597713.149000,768971.000000,1155065.000000,10214.000000
1772597713.189000,768695.000000,1154491.000000,9249.000000
1772597713.229000,768549.000000,1154118.000000,8035.000000
1772597713.269000,768490.000000,1154043.000000,7144.000000
1772597713.309000,768516.000000,1154071.000000,6429.000000
1772597713.349000,768565.000000,1154192.000000,5891.000000
1772597713.389000,768672.000000,1154286.000000,5555.000000
1772597713.429000,768761.000000,1154547.000000,5323.000000
1772597713.469000,768807.000000,1154608.000000,5169.000000
1772597713.509000,768774.000000,1154593.000000,4795.000000
1772597713.549000,768803.000000,1154628.000000,4473.000000
1772597713.589000,768960.000000,1154900.000000,4383.000000
1772597713.629000,769078.000000,1155137.000000,4322.000000
1772597713.669000,769208.000000,1155432.000000,4464.000000
1772597713.709000,769482.000000,1155831.000000,4672.000000
1772597713.749000,769711.000000,1156253.000000,4921.000000
1772597713.789000,769843.000000,1156454.000000,5222.000000
1772597713.829000,769835.000000,1156584.000000,5498.000000
1772597713.869000,770034.000000,1156885.000000,5804.000000
1772597713.909000,770247.000000,1157271.000000,6102.000000
1772597713.949000,770396.000000,1157527.000000,6656.000000
1772597713.989000,770509.000000,1157727.000000,7138.000000
1772597714.029000,770555.000000,1157918.000000,7642.000000
1772597714.069000,770606.000000,1158014.000000,8165.000000
1772597714.109000,770755.000000,1158230.000000,8680.000000
1772597714.149000,770883.000000,1158525.000000,9243.000000
1772597714.189000,770811.000000,1158309.000000,9514.000000
1772597714.229000,770647.000000,1157713.000000,8623.000000
1772597714.269000,770493.000000,1157196.000000,7452.000000
1772597714.309000,770434.000000,1157095.000000,6210.000000
1772597714.349000,770608.000000,1157280.000000,5347.000000
1772597714.389000,770660.000000,1157400.000000,4653.000000
1772597714.429000,770528.000000,1157226.000000,4010.000000
1772597714.469000,770449.000000,1157287.000000,3761.000000
